section,index,value
nrows,0,36
ncols,0,135
nnz,0,2216
row_ptr,0,0
row_ptr,1,45
row_ptr,2,101
row_ptr,3,168
row_ptr,4,246
row_ptr,5,317
row_ptr,6,376
row_ptr,7,423
row_ptr,8,479
row_ptr,9,505
row_ptr,10,558
row_ptr,11,625
row_ptr,12,706
row_ptr,13,801
row_ptr,14,885
row_ptr,15,955
row_ptr,16,1011
row_ptr,17,1076
row_ptr,18,1104
row_ptr,19,1155
row_ptr,20,1220
row_ptr,21,1301
row_ptr,22,1396
row_ptr,23,1481
row_ptr,24,1553
row_ptr,25,1611
row_ptr,26,1678
row_ptr,27,1706
row_ptr,28,1747
row_ptr,29,1800
row_ptr,30,1866
row_ptr,31,1944
row_ptr,32,2017
row_ptr,33,2080
row_ptr,34,2131
row_ptr,35,2190
row_ptr,36,2216
col_idx,0,0
col_idx,1,1
col_idx,2,2
col_idx,3,3
col_idx,4,4
col_idx,5,5
col_idx,6,6
col_idx,7,7
col_idx,8,8
col_idx,9,9
col_idx,10,10
col_idx,11,11
col_idx,12,29
col_idx,13,30
col_idx,14,31
col_idx,15,32
col_idx,16,33
col_idx,17,34
col_idx,18,35
col_idx,19,36
col_idx,20,37
col_idx,21,38
col_idx,22,39
col_idx,23,40
col_idx,24,58
col_idx,25,59
col_idx,26,60
col_idx,27,61
col_idx,28,62
col_idx,29,63
col_idx,30,64
col_idx,31,65
col_idx,32,66
col_idx,33,67
col_idx,34,68
col_idx,35,69
col_idx,36,87
col_idx,37,88
col_idx,38,89
col_idx,39,90
col_idx,40,91
col_idx,41,92
col_idx,42,93
col_idx,43,94
col_idx,44,95
col_idx,45,0
col_idx,46,1
col_idx,47,2
col_idx,48,3
col_idx,49,4
col_idx,50,5
col_idx,51,6
col_idx,52,7
col_idx,53,8
col_idx,54,9
col_idx,55,10
col_idx,56,11
col_idx,57,12
col_idx,58,13
col_idx,59,14
col_idx,60,29
col_idx,61,30
col_idx,62,31
col_idx,63,32
col_idx,64,33
col_idx,65,34
col_idx,66,35
col_idx,67,36
col_idx,68,37
col_idx,69,38
col_idx,70,39
col_idx,71,40
col_idx,72,41
col_idx,73,42
col_idx,74,43
col_idx,75,58
col_idx,76,59
col_idx,77,60
col_idx,78,61
col_idx,79,62
col_idx,80,63
col_idx,81,64
col_idx,82,65
col_idx,83,66
col_idx,84,67
col_idx,85,68
col_idx,86,69
col_idx,87,70
col_idx,88,71
col_idx,89,72
col_idx,90,87
col_idx,91,88
col_idx,92,90
col_idx,93,91
col_idx,94,92
col_idx,95,93
col_idx,96,94
col_idx,97,95
col_idx,98,96
col_idx,99,97
col_idx,100,98
col_idx,101,0
col_idx,102,1
col_idx,103,2
col_idx,104,3
col_idx,105,4
col_idx,106,5
col_idx,107,6
col_idx,108,7
col_idx,109,8
col_idx,110,9
col_idx,111,10
col_idx,112,11
col_idx,113,12
col_idx,114,13
col_idx,115,14
col_idx,116,15
col_idx,117,16
col_idx,118,17
col_idx,119,23
col_idx,120,29
col_idx,121,30
col_idx,122,31
col_idx,123,32
col_idx,124,33
col_idx,125,34
col_idx,126,35
col_idx,127,36
col_idx,128,37
col_idx,129,38
col_idx,130,39
col_idx,131,40
col_idx,132,41
col_idx,133,42
col_idx,134,43
col_idx,135,44
col_idx,136,45
col_idx,137,46
col_idx,138,50
col_idx,139,51
col_idx,140,58
col_idx,141,59
col_idx,142,61
col_idx,143,62
col_idx,144,63
col_idx,145,64
col_idx,146,65
col_idx,147,66
col_idx,148,67
col_idx,149,68
col_idx,150,69
col_idx,151,70
col_idx,152,71
col_idx,153,72
col_idx,154,73
col_idx,155,74
col_idx,156,75
col_idx,157,90
col_idx,158,91
col_idx,159,93
col_idx,160,94
col_idx,161,95
col_idx,162,96
col_idx,163,97
col_idx,164,98
col_idx,165,99
col_idx,166,100
col_idx,167,101
col_idx,168,0
col_idx,169,3
col_idx,170,4
col_idx,171,5
col_idx,172,6
col_idx,173,7
col_idx,174,8
col_idx,175,9
col_idx,176,10
col_idx,177,11
col_idx,178,12
col_idx,179,13
col_idx,180,14
col_idx,181,15
col_idx,182,16
col_idx,183,17
col_idx,184,18
col_idx,185,19
col_idx,186,20
col_idx,187,21
col_idx,188,22
col_idx,189,23
col_idx,190,29
col_idx,191,32
col_idx,192,33
col_idx,193,34
col_idx,194,35
col_idx,195,36
col_idx,196,37
col_idx,197,38
col_idx,198,39
col_idx,199,40
col_idx,200,41
col_idx,201,42
